1,Test Bookmark,http://www.example.com,Test notes,2024-04-21
1,Test Bookmark,http://www.example.com,Test notes,2024-04-24
1,Test Bookmark,http://www.example.com,Test notes,2024-04-24
1,Test Bookmark,http://www.example.com,Test notes,2024-04-24
1,Test Bookmark,http://www.example.com,Test notes,2024-04-24
1,Test Bookmark,http://www.example.com,Test notes,2024-04-24
2,Test Bookmark 2,http://www.example2.com,Test notes 2,2024-04-24
1,Test Bookmark,http://www.example.com,Test notes,2024-04-24
2,Test Bookmark 2,http://www.example2.com,Test notes 2,2024-04-24
1,Test Bookmark,http://www.example.com,Test notes,2024-04-24
1,Test Bookmark,http://www.example.com,Test notes,2024-04-24
2,Test Bookmark 2,http://www.example2.com,Test notes 2,2024-04-24
1,Test Bookmark,http://www.example.com,Test notes,2024-04-24
1,Test Bookmark,http://www.example.com,Test notes,2024-04-24
1,Test Bookmark,http://www.example.com,Test notes,2024-04-24
1,Test Bookmark,http://www.example.com,Test notes,2024-04-24
1,Test Bookmark,http://www.example.com,Test notes,2024-04-24
1,Test Bookmark,http://www.example.com,Test notes,2024-04-24
1,Test Bookmark,http://www.example.com,Test notes,2024-04-24
1,Test Bookmark,http://www.example.com,Test notes,2024-04-24
2,Test Bookmark 2,http://www.example2.com,Test notes 2,2024-04-24
1,Test Bookmark,http://www.example.com,Test notes,2024-04-24
1,Test Bookmark,http://www.example.com,Test notes,2024-04-24
1,Modified Bookmark,http://www.modified-example.com,Modified notes,2024-04-24
1,Test Bookmark,http://www.example.com,Test notes,2024-04-24
1,Test Bookmark,http://www.example.com,Test notes,2024-04-24
2,Test Bookmark 2,http://www.example2.com,Test notes 2,2024-04-24
1,Test Bookmark,http://www.example.com,Test notes,2024-04-24
1,Test Bookmark,http://www.example.com,Test notes,2024-04-24
1,Test Bookmark,http://www.example.com,Test notes,2024-04-24
2,Test Bookmark 2,http://www.example2.com,Test notes 2,2024-04-24
1,Test Bookmark,http://www.example.com,Test notes,2024-04-24
1,Test Bookmark,http://www.example.com,Test notes,2024-04-24
1,Test Bookmark,http://www.example.com,Test notes,2024-04-24
1,Test Bookmark,http://www.example.com,Test notes,2024-04-24
2,Test Bookmark 2,http://www.example2.com,Test notes 2,2024-04-24
1,Test Bookmark,http://www.example.com,Test notes,2024-04-24
2,Test Bookmark 2,http://www.example2.com,Test notes 2,2024-04-24
1,Awesomer Django,https://awesomedjango.org/,Best place on the web for Django just got better.,2024-04-24
1,Awesomer Django,https://awesomedjango.org/,Best place on the web for Django just got better.,2024-04-24
